date,year,avr_temp,max_temp,min_temp,avr_rH,max_rH,min_rH,avr_dewp,max_dewp,min_dewp,avr_hPa,max_hPa,min_hPa,avr_wind_vel,avr_radiation,tot_prec
25/12/2022,2022,23.01666667,29.4,19.4,0.737916667,0.91,0.46,17.75416667,19.5,15.5,929.5416667,931.2,926.8,1.108333333,1253.578571,0.4
18/08/2013,2013,17.8,23.5,14,0.736666667,0.9,0.46,12.7125,13.9,10.7,935.2166667,937.8,933.4,1.479166667,1007.833333,0
23/06/2021,2021,18.2125,23.9,14.4,0.714583333,0.9,0.46,12.5375,15.8,10.3,922.6833333,924.8,921.5,1.445833333,1204.208333,0.2
01/11/2013,2013,21.66666667,27.5,17.5,0.694166667,0.89,0.46,15.525,16.7,14.6,931.1333333,933.2,929.4,1.583333333,1211.023077,0
25/06/2017,2017,16.1625,25.4,8.4,0.742083333,0.88,0.46,11.1875,17.5,6.4,937.4291667,939.1,935.5,1.141666667,1348.991667,0
03/08/2018,2018,19.34166667,26.3,15.2,0.717083333,0.87,0.46,13.85,15.4,12.7,919.8541667,921.9,917,2.545833333,1055.341667,0.2
26/05/2021,2021,22.325,29.4,18.6,0.70625,0.85,0.46,16.48333333,18.7,14.7,920.8666667,922.8,918.5,1.758333333,1106.175,0
23/05/2021,2021,22.01666667,27.6,17.5,0.634166667,0.81,0.46,14.5125,16.6,11.8,917.9875,919.8,916.5,1.266666667,872.05,0
05/06/2021,2021,19.92083333,26.2,15.5,0.63375,0.76,0.46,12.59166667,14.8,10.8,923.475,925.6,922.1,2.4625,1376.725,0
09/06/2013,2013,17.64166667,26.1,12.2,0.81375,0.97,0.45,13.88333333,16.8,11.6,935.3916667,937.9,933.9,0.825,1495.166667,0
26/06/2013,2013,16.63333333,26.8,9.7,0.8125,0.97,0.45,12.7875,16.6,9.2,933.0958333,934.7,930.8,0.658333333,1420.025,0.2
22/06/2013,2013,18.36666667,28.4,11.6,0.793333333,0.97,0.45,14.00416667,17.5,11,930.5291667,932.6,929.1,0.766666667,1175.875,0
24/05/2015,2015,17.375,27.2,10.2,0.786666667,0.97,0.45,12.95,17,9.6,932.9041667,934.9,930.6,0.5375,1397.566667,0
25/04/2013,2013,17.29166667,25.2,10.4,0.784583333,0.97,0.45,12.95,15.8,9.9,934.1125,935.8,932.9,0.733333333,1442.55,0.2
13/06/2014,2014,18.87916667,25.6,12,0.752083333,0.97,0.45,13.70833333,16.5,11.5,936.8541667,938.5,935.2,0.933333333,1362.441667,0.8
06/05/2022,2022,20.59583333,28.8,15.2,0.815416667,0.96,0.45,16.825,19.9,14.5,932.6166667,934.2,931.4,0.566666667,1356.216667,0.2
26/05/2016,2016,16.9875,25.9,11.2,0.815,0.96,0.45,13.29583333,17.1,10.5,934.2333333,936.2,931.6,0.604166667,1075.1,0
07/06/2020,2020,17.97083333,27.1,12.1,0.796666667,0.96,0.45,13.8125,16.9,11.4,934.8791667,937.4,933.2,0.391666667,1221.833333,0
18/03/2018,2018,23.14583333,30.7,17.8,0.795,0.96,0.45,18.90416667,21.2,17,927.6833333,929.9,925.4,0.416666667,1816.391667,1.2
02/07/2013,2013,18.40833333,26.9,13.2,0.794166667,0.96,0.45,14.29166667,16.9,12.4,932.8833333,935.1,931.2,1.0625,1362.116667,0
13/05/2020,2020,17.49166667,26.8,10.5,0.7925,0.96,0.45,13.30416667,17.7,9.8,931.5791667,933.7,929.6,0.454166667,1203.125,0
05/05/2019,2019,21.62083333,28.8,16.7,0.789583333,0.96,0.45,17.32916667,20,15,932.6833333,934.8,931.2,0.6875,1290.091667,0
08/02/2019,2019,23.0625,30.9,17.6,0.788333333,0.96,0.45,18.71666667,21.1,16.5,927.3333333,929.1,924.9,0.4875,1534.564286,0.2
19/05/2020,2020,17.20833333,25.5,10.5,0.786666667,0.96,0.45,12.85416667,15.8,9.8,936.1583333,938.2,934.6,0.825,1266.241667,0
10/06/2018,2018,19.05416667,27.9,12.7,0.785833333,0.96,0.45,14.725,16.8,11.9,934.225,936.1,932,0.5,1289.416667,0
13/06/2019,2019,18.72916667,27.1,12.2,0.785416667,0.96,0.45,14.275,16.4,11.5,936.4958333,938.5,934.4,0.620833333,1382.608333,0
19/01/2014,2014,21.90416667,29.7,16.7,0.784166667,0.96,0.45,17.43333333,19.4,14.9,929.475,931.3,926.2,0.741666667,1758.614286,0.2
18/04/2015,2015,21.9375,30.1,16,0.781666667,0.96,0.45,17.375,19.4,15.3,930.5291667,932.9,928.4,0.608333333,1504.208333,0
29/06/2015,2015,14.1875,23.7,6.7,0.78125,0.96,0.45,9.733333333,13.9,6.1,936.3125,938.4,934.1,1.195833333,1286.625,0
27/06/2015,2015,13.18333333,22.4,5.7,0.78,0.96,0.45,8.85,11.9,5.1,940.4375,942.5,938,1.1125,1083.15,0
07/06/2018,2018,18.8,27.6,11.9,0.78,0.96,0.45,14.22916667,16.8,11.2,931.375,933.4,930.2,0.4625,1056.125,0
17/07/2019,2019,15.20416667,24.4,8.5,0.78,0.96,0.45,10.79583333,13.5,7.7,934.4333333,937,931.8,0.975,1265.283333,0
08/04/2018,2018,21.79583333,29.5,15.9,0.779583333,0.96,0.45,17.21666667,19.7,15.2,930.7041667,932.7,928.6,0.5,1614.558333,0.2
27/03/2015,2015,22.5875,30.9,16.6,0.77875,0.96,0.45,17.85833333,20.9,15.9,930.9625,932.9,929.1,0.341666667,1593.741667,0.2
25/03/2018,2018,21.6,29.8,16.2,0.777916667,0.96,0.45,17.04583333,20,15.4,931.1041667,933,929.1,0.683333333,1707.816667,0.2
23/05/2016,2016,20.12916667,28.7,13.4,0.776666667,0.96,0.45,15.44583333,18.7,12.8,933,934.6,931.5,0.708333333,1288.016667,0
17/07/2015,2015,16.60416667,23.9,11,0.77375,0.96,0.45,12.09166667,14.1,10.3,937.675,940.1,936.4,0.895833333,1053.875,0
13/07/2013,2013,17.64583333,26.5,10.7,0.767916667,0.96,0.45,12.88333333,16.5,9.9,935.025,936.6,932.8,0.708333333,1274.916667,0
14/12/2013,2013,22.84583333,30.2,16.3,0.7625,0.96,0.45,17.8375,20.8,15.6,926.8041667,928.8,924.2,0.558333333,1596.121429,0
18/12/2016,2016,21.25833333,28.5,15.4,0.759583333,0.96,0.45,16.25416667,19.3,14.8,931.4458333,933.3,928.7,1.141666667,1547.964286,0
31/12/2013,2013,23.55,31.4,20.3,0.846666667,0.95,0.45,20.4875,22.2,17.8,928.4333333,930.4,926.2,0.4875,1304.514286,7
24/01/2017,2017,21.97083333,30.9,17.9,0.83375,0.95,0.45,18.60416667,20.7,16.9,930.4041667,931.8,929.2,0.9,1204.992857,24.6
15/01/2013,2013,22.20416667,29.5,19,0.815416667,0.95,0.45,18.47083333,20.2,15.8,927.7458333,929.7,924.4,0.925,1415.092857,8.4
19/05/2016,2016,20.85416667,29.7,15.5,0.802083333,0.95,0.45,16.84166667,19.2,14.6,932.4208333,934.9,931.1,0.8125,1115.308333,0.4
21/11/2015,2015,23.675,31.2,20.1,0.800416667,0.95,0.45,19.57083333,21.4,16.9,927.1125,929.4,925.3,0.633333333,1434.064286,0
30/11/2021,2021,22.1125,31.1,16.4,0.7975,0.95,0.45,17.9125,21.2,15.5,924.5375,926.6,922.1,0.804166667,1330.792857,26.2
01/05/2019,2019,20.94583333,29.7,15.1,0.797083333,0.95,0.45,16.79166667,19.8,14.3,930.6875,932.7,928.5,0.554166667,1487.25,0
29/11/2013,2013,22.65416667,30.4,18.4,0.795833333,0.95,0.45,18.58333333,22.4,16.2,927.0833333,929.3,924.6,1.004166667,1392.164286,3.8
25/03/2015,2015,22.75416667,30.6,18.7,0.794583333,0.95,0.45,18.60833333,21.3,16.4,932.1541667,934.5,929.9,0.366666667,1414.341667,0
16/03/2018,2018,24.2,32.2,19.4,0.788333333,0.95,0.45,19.7875,21.8,17.8,929.2458333,931,925.9,0.745833333,1664.916667,20.6
27/09/2019,2019,19.41666667,27.5,14.5,0.788333333,0.95,0.45,15.1375,18,13.1,930.8666667,932.8,928.5,0.395833333,1682.461538,11
16/02/2018,2018,21.96666667,29.3,16.7,0.785833333,0.95,0.45,17.66666667,20.1,15.7,933.1708333,935.7,930.9,0.816666667,1327.638462,2
06/03/2013,2013,24.03333333,31.9,19.4,0.783333333,0.95,0.45,19.52916667,21.7,17.8,928.9416667,930.3,927.1,0.516666667,1264.428571,0.2
31/03/2016,2016,22.86666667,30.9,17.7,0.782083333,0.95,0.45,18.35,20.5,16.6,933.3333333,935.1,931.4,0.7625,1424.475,0
21/04/2018,2018,19.51666667,27.1,13.9,0.78125,0.95,0.45,15.15833333,17.3,13.1,931.2666667,933.1,929.6,0.55,1323.5,0
17/03/2015,2015,22.44166667,29.4,17.3,0.78,0.95,0.45,17.94166667,20.1,15.9,928.6916667,930.6,926.9,0.9,1290.516667,7.2
09/07/2022,2022,14.85416667,23.9,7.9,0.777916667,0.95,0.45,10.43333333,14.1,7.1,937.15,939,934.9,0.445833333,805.5818182,0.2
04/12/2018,2018,22.37083333,30.2,16.8,0.77,0.95,0.45,17.59166667,20.5,15.8,924.2125,925.9,921.7,0.533333333,1580.735714,0
05/01/2019,2019,23.50833333,30.4,19,0.767083333,0.95,0.45,18.5875,20.7,16,930.2208333,931.9,928.3,0.320833333,1354.371429,0
10/07/2020,2020,17.53333333,26.3,10.7,0.766666667,0.95,0.45,12.77916667,14.8,9.9,934.0875,935.7,933,0.758333333,1237.741667,0
02/12/2013,2013,24.2,31,19.4,0.76625,0.95,0.45,19.40416667,20.9,17.2,927.7708333,929.5,925.5,1.016666667,1386.778571,0
04/12/2021,2021,22.3,29.6,17.5,0.765,0.95,0.45,17.48333333,19.3,15.5,929.6083333,931.7,927.6,0.895833333,1465.992857,0.2
07/12/2015,2015,24.47916667,31.6,19.6,0.7625,0.95,0.45,19.53333333,22.3,17.3,927.975,929.7,925.7,1.179166667,1660.746154,6.2
14/04/2017,2017,21.475,29.3,15.7,0.76125,0.95,0.45,16.52083333,18.6,14.8,932.2041667,934.2,930.7,1.058333333,1720.941667,0.2
08/01/2021,2021,23.84166667,30.4,19.4,0.759583333,0.95,0.45,18.82916667,21.9,16.4,928.3833333,931.7,925.4,0.720833333,1673.607143,14.6
12/03/2022,2022,23.5625,30.8,18,0.75125,0.95,0.45,18.39166667,21,16.8,928.6291667,930.3,926.7,0.5625,1296.876923,0
08/12/2018,2018,21.92083333,27.2,18.4,0.75,0.95,0.45,16.74583333,20.9,13.4,929.2666667,931.3,927.7,1.745833333,1759.821429,40.6
11/06/2014,2014,18.1,24.8,11.4,0.746666667,0.95,0.45,13.01666667,14.7,10.5,936.2958333,938.3,934.9,1.0625,839.625,0
17/01/2017,2017,23.25833333,29.6,18.6,0.7375,0.95,0.45,17.76666667,19.6,15,927.85,929.5,925,1.095833333,1505.5,0
22/02/2017,2017,22.6375,29,16.9,0.722916667,0.95,0.45,16.7875,18.1,15,931.9041667,934.2,930.2,0.925,1580.969231,0
11/12/2016,2016,23.87916667,31.2,21.2,0.809583333,0.94,0.45,20.02083333,21.6,17.5,926.0541667,927.7,923.9,0.766666667,1144.514286,0.6
18/11/2020,2020,22.6875,30.9,18.4,0.79625,0.94,0.45,18.57916667,21.5,16.4,925.575,927.7,921.7,0.875,1514.969231,21.4
13/02/2019,2019,23.94166667,31.3,20,0.792083333,0.94,0.45,19.8125,20.9,17.6,928.6875,930,926.8,0.55,1123.730769,7.2
08/03/2023,2023,22.35833333,29.7,19.6,0.791666667,0.94,0.45,18.20833333,20.3,15.9,930.2416667,931.5,928,0.666666667,1116.623077,12.4
25/02/2017,2017,22.22083333,30.2,17.8,0.78875,0.94,0.45,17.93333333,21.3,16,928.6541667,930.4,927.1,0.695833333,1135.130769,2.4
09/12/2016,2016,24.0875,30.8,20.6,0.786666667,0.94,0.45,19.80416667,21.8,17,926.6625,928.6,923.2,0.683333333,1453.042857,2
04/05/2017,2017,18.66666667,27.6,11.8,0.784166667,0.94,0.45,14.34166667,19,10.8,932.925,934.9,931.1,0.716666667,1412.35,0
28/10/2018,2018,23.09166667,29.4,19.6,0.782083333,0.94,0.45,18.52916667,20.6,15.6,925.8166667,927.6,924.1,0.425,1371.538462,0
09/07/2015,2015,18.05,24.9,14,0.780416667,0.94,0.45,13.77916667,15.4,11.6,933.4291667,935.1,931.9,0.708333333,801.9090909,0
02/01/2021,2021,22.45,29.4,18.5,0.775416667,0.94,0.45,17.88333333,20.2,15.3,928.4083333,932.2,924.7,0.816666667,1317.157143,9
03/12/2015,2015,24.74583333,32,20.4,0.77375,0.94,0.45,20.04583333,21.7,17.2,928.6166667,930.5,925.2,0.8375,1766.571429,4.8
10/01/2020,2020,25.32916667,32.8,20.9,0.7725,0.94,0.45,20.60833333,24,18.5,928.2291667,929.9,925.2,0.383333333,1476.471429,0.6
20/04/2020,2020,20.2375,26.6,16.2,0.767916667,0.94,0.45,15.6,17.3,13,933.2291667,935.1,931.4,0.508333333,1379.041667,0
08/04/2017,2017,23.60833333,30.3,19.4,0.764583333,0.94,0.45,18.74583333,20.3,16.2,930.5583333,932.5,928.3,0.670833333,1259.45,0
02/01/2018,2018,24.05416667,30.8,20.1,0.762916667,0.94,0.45,19.15,20.7,16.8,925.9041667,928,922.1,0.895833333,1378.1,0.6
27/11/2022,2022,22.32916667,29,17.2,0.760416667,0.94,0.45,17.46666667,20.1,13.8,926.375,928.4,923.6,0.9375,1160.407143,0.2
22/02/2016,2016,24.2875,31.2,19.4,0.757916667,0.94,0.45,19.33333333,22.6,17.3,929.55,931.7,927.6,0.733333333,1404.884615,0.4
29/07/2014,2014,17.125,24.3,12.1,0.755,0.94,0.45,12.32083333,14.3,10.8,939.0666667,940.8,937.3,1.554166667,1129.958333,0.2
03/12/2013,2013,23.7,30.8,18.9,0.75375,0.94,0.45,18.59166667,20.5,16.9,927.7208333,929.5,925.4,0.841666667,1389.65,0
16/08/2016,2016,19.6,25.2,15.3,0.752916667,0.94,0.45,14.8625,16.9,11.2,930.4333333,932.5,927.3,1.458333333,850.6416667,1.8
02/11/2019,2019,22.60416667,28.3,18.2,0.738333333,0.94,0.45,17.19166667,18.6,15,930.2083333,932.1,927.6,1.183333333,1158.469231,0
20/03/2013,2013,21.97916667,29.4,16.2,0.722083333,0.94,0.45,16.3125,18.7,14.8,929.6666667,931.4,927.2,1.279166667,1677.6,0
24/09/2013,2013,24.1625,29.9,20.3,0.712916667,0.94,0.45,18.34583333,21.6,14.6,929.0833333,931,926.7,1.179166667,976.7384615,3.8
23/04/2019,2019,22.24583333,30.9,15.8,0.77625,0.93,0.45,17.6875,21.9,14.5,931.275,933.9,929.7,0.341666667,1664.216667,0
07/04/2019,2019,23.28333333,31.5,18.2,0.7725,0.93,0.45,18.58333333,23.3,14.8,931.2125,933.4,928.9,0.920833333,1673.866667,2.8
24/03/2018,2018,22.46666667,27.8,18.5,0.740416667,0.93,0.45,17.21666667,19.4,14.4,930.9,933.2,929.2,0.8625,1655.591667,0
30/10/2018,2018,23,30.7,17,0.724583333,0.93,0.45,17.325,20.6,15.8,930.6083333,932.7,928.7,0.616666667,1656.561538,0
28/08/2015,2015,20.92083333,27.9,14.1,0.670416667,0.93,0.45,14.05833333,16.6,12,932.8833333,934.2,931.2,1.65,1188.6,0
29/05/2017,2017,16.58333333,26.9,9.3,0.786666667,0.92,0.45,12.5,21.3,8,934.4666667,936.2,932.4,0.404166667,1346.225,0.2
23/11/2013,2013,22.37083333,28.6,18.1,0.72125,0.92,0.45,16.68333333,19,15,925.6666667,927.2,924.1,1.258333333,1028.835714,0.2
10/10/2019,2019,23.3875,28.9,18.3,0.667916667,0.92,0.45,16.56666667,18.3,15.2,930.9375,932.8,929.2,1.958333333,1079.107692,1.4
04/06/2017,2017,19.40416667,29,12.5,0.7725,0.91,0.45,14.975,22.8,10.9,934.1333333,936.4,931.5,0.516666667,1347.65,0
14/07/2017,2017,14.8375,24.7,6.5,0.735,0.9,0.45,9.691666667,18.8,4.8,938.0416667,939.9,935.9,1.0125,1415.466667,0
02/07/2017,2017,16.14583333,24.3,8.7,0.709583333,0.87,0.45,10.4625,17,6.3,937.4291667,939.1,936.2,1.579166667,1349.641667,0
01/07/2021,2021,17.40833333,23.6,13.7,0.665,0.87,0.45,10.8,12.2,9.2,924.3583333,926.8,921.9,2,1343.833333,0
02/07/2021,2021,16.53333333,21.6,11.3,0.64375,0.87,0.45,9.441666667,11.2,7,926.45,928.4,925.1,1.783333333,884.0416667,0
05/09/2022,2022,19.95416667,25.9,14.9,0.665833333,0.84,0.45,13.225,14.5,12.2,935.2833333,937.3,933.5,1.5375,991.4230769,0
01/08/2018,2018,20.19583333,26.3,15.4,0.644166667,0.84,0.45,13.0625,14.3,10,919.3625,920.9,918,1.9875,1143.133333,0.2
21/08/2017,2017,20.69583333,28.1,12.7,0.630833333,0.84,0.45,13.125,20.8,9.6,933.35,936.4,930,2.1625,1266.608333,0
29/10/2013,2013,22.82083333,29.8,17.1,0.634583333,0.81,0.45,15.3125,17.8,13.3,928.7625,930.7,926.5,1.6,1597.246154,0
12/11/2019,2019,24.28333333,29.3,20.5,0.65,0.78,0.45,17.05416667,18.2,15.8,928.95,931,927.4,2.604166667,1471.715385,0
30/05/2015,2015,17.67083333,27.6,11.6,0.819583333,0.97,0.44,14.02916667,17.5,11.1,930.6041667,932.7,929.1,0.379166667,1260.625,0
22/04/2013,2013,16.825,24.6,11.3,0.799166667,0.97,0.44,12.75,16.2,10.7,934.4583333,936.2,933.4,0.725,1333.941667,0
20/04/2013,2013,19.4125,27.1,13.4,0.797916667,0.97,0.44,15.37916667,18.5,12.9,931.825,933.6,930.2,0.7625,1560.925,0
19/06/2015,2015,18.14166667,27.3,10.9,0.795,0.97,0.44,13.9625,17.6,10.3,934.1291667,936.1,932.5,0.945833333,1135.758333,0.2
31/05/2014,2014,16.33333333,25.1,9.5,0.793333333,0.97,0.44,12.16666667,15.5,9,932.8875,934.9,930.4,0.6125,1158.175,0
28/06/2013,2013,19.57916667,28.1,13.7,0.78625,0.97,0.44,15.11666667,18.1,13.1,931.5,933.4,929.1,0.558333333,1314.683333,0
04/10/2013,2013,23.8375,30.1,17.6,0.84,0.96,0.44,17.395,18.9,16,929.39,931.7,925.9,0.655,700.83,17.4
19/05/2019,2019,18.75833333,27.1,13.3,0.826666667,0.96,0.44,15.29166667,18.8,12.6,931.5666667,933.5,929.1,0.325,1390.933333,0.2
19/06/2014,2014,16.83333333,26.1,11.2,0.808333333,0.96,0.44,13.04583333,16.6,10.5,935.4666667,937.5,933.7,0.704166667,915.9166667,0
01/04/2013,2013,21.92083333,30.3,16.2,0.807083333,0.96,0.44,17.88333333,21.2,15.6,932.8666667,934.6,930.5,0.695833333,1954.825,4.2
22/02/2022,2022,22.55833333,29.8,18.6,0.80625,0.96,0.44,18.62083333,20.8,15.2,930.6625,932.6,927.8,0.6875,1527.2,2.8
26/04/2023,2023,20.42916667,29.3,14.1,0.802083333,0.96,0.44,16.36666667,20.1,13.4,931.7666667,933.6,929,0.583333333,1418.85,5.6
06/05/2019,2019,20.6375,29.5,14.8,0.795,0.96,0.44,16.45,19.6,14,932.4166667,934.6,930.5,0.429166667,1493.675,0.2
18/01/2013,2013,23.25833333,30.4,18.4,0.79375,0.96,0.44,18.84166667,21.2,16.2,926.55,928.7,923.5,1.033333333,1937.321429,0.8
23/03/2013,2013,23.02916667,31.6,18.7,0.792916667,0.96,0.44,18.7375,21.3,16.9,929.4083333,932,926.3,0.7375,1592.066667,13.2
08/06/2018,2018,18.8875,26.5,12.8,0.791666667,0.96,0.44,14.6,17,12,932.8875,934.5,931.4,0.383333333,1029.958333,0
20/02/2015,2015,22.87916667,29,18.6,0.789166667,0.96,0.44,18.47916667,20.5,15.4,930.4375,932.2,929.1,0.541666667,1317.842857,0.4
27/06/2016,2016,13.25833333,23.2,6.5,0.78875,0.96,0.44,9.033333333,12.9,5.8,939.2208333,940.8,938,0.925,1124.733333,0
20/04/2014,2014,23.01666667,30.9,17.8,0.7875,0.96,0.44,18.68333333,20.9,16.5,930.4,932.2,928.2,0.820833333,1542.891667,2
26/02/2015,2015,23.55416667,31.1,18.8,0.787083333,0.96,0.44,19.1,22.3,16.5,929.95,933.6,925.1,0.816666667,1815.884615,18
02/07/2015,2015,17.475,26.1,11.4,0.785833333,0.96,0.44,13.12083333,15.5,10.7,933.3916667,935.3,930.9,0.570833333,993.425,0
29/05/2022,2022,16.02916667,26.4,8.4,0.785,0.96,0.44,11.55416667,15.5,7.8,931.325,933.5,928.6,0.583333333,1330.8,0.2
18/06/2018,2018,16.43333333,25.6,9.5,0.783333333,0.96,0.44,12.02083333,15.3,8.8,938.2625,939.8,936.7,0.716666667,1185.05,0
29/04/2015,2015,20.02083333,27.6,14.8,0.781666667,0.96,0.44,15.55833333,17.8,13.6,929.9208333,932,928.6,0.579166667,1159.183333,0.6
10/05/2020,2020,14.17083333,22.8,7.7,0.781666667,0.96,0.44,9.725,12.9,7.1,936.2625,938.5,933.8,0.566666667,1392.916667,0
12/04/2017,2017,22.04583333,30.9,15.7,0.780416667,0.96,0.44,17.47916667,21.3,14.9,929.1833333,931.4,927.1,0.5625,1304.566667,0
24/04/2018,2018,19.01666667,28.1,12.4,0.778333333,0.96,0.44,14.45,17,11.6,933.6791667,935.4,931.9,0.566666667,1439.933333,0
09/04/2018,2018,21.26666667,29.3,15.9,0.7775,0.96,0.44,16.68333333,19,14.7,931.4666667,933.5,929.3,0.716666667,1383.033333,0
09/05/2018,2018,18.50416667,26.7,13.1,0.776666667,0.96,0.44,14.1,16.6,12.4,934.1166667,935.9,932.6,0.816666667,1119.058333,0
03/02/2013,2013,23.375,30.8,18.3,0.774166667,0.96,0.44,18.60416667,21.2,16.9,928.9875,933.3,924.9,0.879166667,2124.807143,0
25/04/2017,2017,20.92916667,29.3,14.9,0.77125,0.96,0.44,16.16666667,18.7,14.2,930.4916667,932.3,928,0.791666667,1328.483333,0
23/01/2013,2013,22.4625,29.5,17.5,0.74625,0.96,0.44,17.21666667,18.9,15.5,930.6958333,932.6,928.1,1.0625,1747.257143,0
01/11/2019,2019,21.54166667,30,18.1,0.830416667,0.95,0.44,18.14166667,19.8,15.8,929.9625,931.5,928.7,0.9625,940.6769231,14.4
21/09/2018,2018,21.7125,29,18.5,0.82375,0.95,0.44,18.15833333,19.4,15,930.6625,933.3,928.3,0.558333333,1343.041667,7.6
19/12/2019,2019,22.19583333,31.2,18.7,0.807916667,0.95,0.44,18.4,20.1,17.1,930,931.5,927.9,0.725,936.3142857,74.4
28/01/2020,2020,23.85,31.7,19.7,0.805416667,0.95,0.44,19.8625,22.4,17.3,928.8958333,930.4,926.4,0.791666667,1610.085714,3.6
01/11/2022,2022,22.78333333,30.3,18.6,0.800833333,0.95,0.44,18.74583333,20.4,16.6,928.1041667,930.5,926,0.7625,1323.471429,29.8
13/02/2023,2023,23.0125,31.4,19.6,0.7925,0.95,0.44,18.72083333,22.5,16.6,929.0958333,930.8,927.5,0.45,1325.5,0
22/04/2020,2020,19.75833333,27.7,14.2,0.78375,0.95,0.44,15.275,18.9,13.4,931.0416667,932.9,928.9,0.3625,1368.841667,0
08/05/2022,2022,19.94166667,27.2,15.2,0.783333333,0.95,0.44,15.6,17.4,13.4,933.3416667,935.7,931.6,0.6,1252.541667,0
14/11/2014,2014,23.32916667,30.2,19.2,0.782083333,0.95,0.44,18.76666667,21.5,16.2,924.8,926.7,922.2,0.645833333,1688.730769,29
15/01/2021,2021,23.0875,30.5,19.7,0.78,0.95,0.44,18.57916667,20.1,16.1,928.9375,930.7,925.4,0.770833333,1497.892857,3.2
29/04/2019,2019,21.93333333,29.7,17.5,0.779583333,0.95,0.44,17.4,19.4,15.4,928.0666667,929.7,926.6,0.679166667,1355.316667,0
29/03/2015,2015,23.4,30.8,18.1,0.776666667,0.95,0.44,18.72083333,21.8,15.4,930.5458333,932.9,928,0.604166667,1634.891667,0.2
27/06/2022,2022,15.36666667,23.5,9.4,0.77125,0.95,0.44,10.78333333,13.1,8.5,934.2291667,936.4,932.4,0.608333333,1287.027273,0.2
10/01/2016,2016,24.42083333,31.7,19.9,0.768333333,0.95,0.44,19.53333333,21.9,16.7,929.6875,931.6,926.7,0.870833333,1441.564286,1.8
06/04/2021,2021,20.34166667,27.6,13.6,0.76,0.95,0.44,15.38333333,18.6,12.8,931.0166667,933.2,929,0.625,1326.591667,0.8
13/03/2020,2020,23.25,31.2,17.9,0.758333333,0.95,0.44,18.225,20.3,16.5,930.9,932.3,928.8,0.575,1631.515385,0
14/10/2021,2021,21.91666667,30,15.4,0.751666667,0.95,0.44,16.625,20,14.6,927.9291667,930.4,925.4,0.795833333,1447.315385,0.2
23/02/2023,2023,23.62916667,29.6,19.6,0.748333333,0.95,0.44,18.425,20.4,15.9,931.9791667,933.9,929.3,0.441666667,1257.792308,0
02/12/2014,2014,20.88333333,28.2,15.3,0.745,0.95,0.44,15.58333333,18.6,13.7,931.05,933,928.7,1.279166667,1547.785714,0
03/03/2015,2015,23.07083333,30.3,17.3,0.74375,0.95,0.44,17.675,20.1,15.6,930.3291667,932.6,927.5,0.775,1722.553846,0.2
13/02/2017,2017,22.00833333,29.1,16.3,0.742083333,0.95,0.44,16.6,19,14.9,929.1958333,931.1,927.4,1.370833333,1622.785714,0.2
22/01/2013,2013,22.09583333,29.1,17,0.741666667,0.95,0.44,16.975,19.8,15.4,930.9166667,933,929.1,1.095833333,1340.378571,0
30/12/2020,2020,22.50416667,29.5,15.7,0.739166667,0.95,0.44,16.89583333,20.5,14.9,928.3291667,930,927.1,0.425,1312.207143,0
09/01/2020,2020,25.275,32.6,19.2,0.737916667,0.95,0.44,19.55,22.2,17.6,928.3,929.8,925.8,0.4,1527.442857,1.6
04/08/2019,2019,19.46666667,25.6,14,0.709583333,0.95,0.44,13.64166667,15.3,11.7,935.4,938.5,932.9,1.666666667,1258.15,0.4
24/03/2016,2016,21.48333333,28,19.1,0.849583333,0.94,0.44,18.62916667,20.2,14.7,929.9541667,934,928,0.7625,891.7166667,17.4
18/11/2016,2016,23.53333333,30.6,20,0.789166667,0.94,0.44,19.22916667,21,16.3,924.425,926.3,921.2,1.05,1488.830769,6.6
21/02/2020,2020,24.21666667,31.6,20.4,0.7875,0.94,0.44,19.8375,21.1,17.4,927.9125,929.9,925.5,0.695833333,1431.042857,3
09/11/2021,2021,22.91666667,30.6,18.6,0.782916667,0.94,0.44,18.50416667,20.7,16.4,928.1708333,930.1,925.5,0.85,1521.646154,10.2
16/04/2023,2023,21.775,29.3,17,0.78,0.94,0.44,17.34583333,19.6,14.4,929.4166667,931.6,927.5,0.666666667,1492.375,0.2
05/05/2017,2017,18.99583333,28.5,11.7,0.772083333,0.94,0.44,14.3625,19.8,10.7,931.9208333,934.4,929.5,0.495833333,1489.3,0
29/10/2020,2020,23.52083333,30.8,19.1,0.76625,0.94,0.44,18.72083333,20.7,16.8,926.1416667,929.2,924,1,1328.3,23
14/03/2018,2018,25.33333333,32,20.9,0.765416667,0.94,0.44,20.50833333,22.3,17.8,929.1125,931.3,926.7,0.633333333,1540.8,0.8
31/01/2020,2020,25.76666667,32.8,20.8,0.759583333,0.94,0.44,20.70416667,23.6,17.5,930.3083333,932.2,927.9,0.616666667,1545.6,0
19/02/2016,2016,24.22916667,30.4,21.3,0.75875,0.94,0.44,19.20833333,21,15.8,929.5958333,931.8,927.9,0.633333333,1214.1,0.2
21/03/2021,2021,21.22916667,28.7,16.4,0.75125,0.94,0.44,16.05,18.4,14.3,933.2791667,935.2,931.9,0.8875,1748.666667,0
15/02/2023,2023,24.36666667,31.7,19.6,0.744583333,0.94,0.44,18.97083333,21.8,17.3,927.2625,929.4,923.9,0.679166667,1626.257143,0.6
